grievance_text,severity
"please check, having wifi down continuously yaar",High
delay in response from last night since long time kya ho raha hai,Low
having no connection continuously bhai,High
net gone pls fix since long time bhai,High
"please check, still no connection kya ho raha hai",High
"please check, lag issue not resolved yet",Low
"please check, net slow since morning yaar",Low
"please check, still net very slow",Low
"please check, still wifi not wrkng kya masla hai",High
unstable connection since morning,Low
lag problem since morning,Low
"please check, facing lag trouble yaar",Low
"please check, wifi down, what is this?",High
dns not resolving pls fix since long time,Low
delay in response not resolved yet yaar,Low
packet loss happening since morning yaar,Low
STILL wifi VERY SLOW!!! yaar,Low
still buffering trouble yaar,Low
PING TOO HIGH PLS FIX!!!,Low
"please check, having lag issue continuously bhai",Low
net too slow pls fix,Low
WIFI DOWN SINCE MORNING!!!,High
having speed is low continuously since long time bhai,Low
BUFFERING problem SINCE MORNING!!! kya ho raha hai,Low
buffering problem from last night yaar,Low
net not working from last night since long time,High
buffering trouble again bhai,Low
"please check, packet loss happening from last night kya ho raha hai",Low
ping too high kya ho raha hai,Low
connection not working pls fix since long time kya ho raha hai,High
no connection from last night since long time bhai,High
net gone since morning since long time yaar,High
"please check, facing buffering trouble yaar",Low
NO CONNECTION AGAIN!!! kya masla hai,High
having wifi down continuously since long time,High
NO CONNECTION!!! yaar,High
having cannot access sites continuously since long time kya ho raha hai,Low
intrnet not running again since long time,High
"please check, router not working not resolved yet yaar",Low
"no connection, what is this? since long time",High
router not running since long time yaar,Low
HAVING DNS NOT RESOLVING CONTINUOUSLY!!! yaar,Low
"please check, buffering trouble pls fix kya ho raha hai",Low
NO CONNECTION!!! yaar,High
"please check, having speed is low continuously kya masla hai",Low
having no connection continuously bhai,High
"ping too high, what is this? bhai",Low
wifi down pls fix,High
"DATA LOSS ISSUE, WHAT IS THIS?!!!",Low
facing keeps dropping bhai,Low
"no connection, what is this? since long time kya ho raha hai",High
connection GONE AGAIN!!!,High
still internet not running since long time yaar,High
speed is low not resolved yet yaar,Low
"please check, lag problem bhai",Low
buffering trouble not resolved yet,Low
having disconnecting again and again continuously yaar,Low
"please check, having intrnet not functioning continuously bhai",High
unstable connection again bhai,Low
data loss trouble pls fix,Low
having buffering trouble continuously bhai,Low
wifi down since morning since long time kya ho raha hai,High
still keeps dropping since long time kya ho raha hai,Low
net slow from last night since long time yaar,Low
facing delay in response,Low
"please check, no connection not resolved yet kya ho raha hai",High
internet not running yaar,High
"please check, having ping too high continuously kya ho raha hai",Low
PACKET LOSS HAPPENING PLS FIX!!!,Low
DELAY IN RESPONSE PLS FIX!!! yaar,Low
having unstable connection continuously kya ho raha hai,Low
"NO CONNECTION, WHAT IS THIS?!!! kya masla hai",High
"please check, no connection from last night",High
buffering trouble not resolved yet since long time yaar,Low
having buffering issue continuously since long time yaar,Low
having wifi down continuously since long time kya ho raha hai,High
buffering issue not resolved yet bhai,Low
delay in response since morning since long time,Low
"please check, having unstable connection continuously",Low
DISCONNECTING AGAIN AND AGAIN AGAIN!!! bhai,Low
lag problem since morning bhai,Low
"please check, wifi down since morning yaar",High
connection not working pls fix yaar,High
buffering issue kya ho raha hai,Low
net NOT WORKING SINCE MORNING!!!,High
intrnet not working again,High
"please check, still speed is low kya masla hai",Low
delay in response since morning kya ho raha hai,Low
internet very slow since long time,Low
having no connection continuously bhai,High
"please check, internet very too slow again bhai",Low
"no connection, what is this? kya masla hai",High
wifi down since morning bhai,High
"wifi down, what is this? since long time bhai",High
WIFI DOWN NOT RESOLVED YET!!!,High
router not running since long time,Low
disconnecting again and again from last night since long time bhai,Low
"please check, data loss issue, what is this? kya ho raha hai",Low
internet very very slow pls fix since long time yaar,Low
wifi down from last night since long time,High
wifi down from last night since long time yaar,High
disconnecting again and again again,Low
"please check, wifi down not resolved yet yaar",High
NO CONNECTION FROM LAST NIGHT!!!,High
"please check, speed is low since morning",Low
facing no connection,High
"please check, buffering trouble again kya ho raha hai",Low
"please check, having router not running continuously yaar",Low
"please check, disconnecting again and again since morning bhai",Low
NET too slow PLS FIX!!!,Low
"wifi not working, what is this?",High
FACING WIFI DOWN!!! bhai,High
"please check, having buffering problem continuously",Low
internet not running since morning since long time,High
"please check, internet not running pls fix yaar",High
still internet not running since long time,High
"please check, no connection bhai",High
"please check, facing internet very slow",Low
no connection since morning since long time kya masla hai,High
wifi down since morning since long time bhai,High
"please check, internet not working pls fix",High
STILL NO CONNECTION!!! kya ho raha hai,High
"please check, ping too high bhai",Low
facing net gone bhai,High
disconnecting again and again again since long time kya ho raha hai,Low
"please check, wifi down again",High
connection gone pls fix yaar,High
packet loss happening not resolved yet since long time,Low
HAVING NO CONNECTION CONTINUOUSLY!!! yaar,High
WIFI DOWN SINCE MORNING!!!,High
router not functioning again since long time bhai,Low
"please check, buffering trouble pls fix",Low
"WIFI DOWN, WHAT IS THIS?!!!",High
facing router problem kya ho raha hai,Low
"please check, internet very slow not resolved yet yaar",Low
no connection since long time bhai,High
net gone not resolved yet since long time bhai,High
still ping too high,Low
"INTERNET NOT WORKING, WHAT IS THIS?!!!",High
facing no connection,High
wifi very slow from last night since long time,Low
STILL net GONE!!! bhai,High
net slow pls fix yaar,Low
cannot access sites since morning bhai,Low
WIFI DOWN FROM LAST NIGHT!!!,High
"DELAY IN RESPONSE, WHAT IS THIS?!!! yaar",Low
"data loss issue, what is this? bhai",Low
still net very slow since long time,Low
DISCONNECTING AGAIN AND AGAIN SINCE MORNING!!! bhai,Low
still keeps dropping since long time bhai,Low
still buffering problem bhai,Low
connection VERY SLOW!!! yaar,Low
NO CONNECTION AGAIN!!! kya masla hai,High
having router not working continuously since long time bhai,Low
still lag issue since long time,Low
UNSTABLE CONNECTION FROM LAST NIGHT!!! yaar,Low
"wifi down, what is this? since long time bhai",High
HAVING INTERNET GONE CONTINUOUSLY!!! kya ho raha hai,High
"keeps dropping, what is this? since long time",Low
DELAY IN RESPONSE FROM LAST NIGHT!!! bhai,Low
"please check, wifi down pls fix bhai",High
unstable connection since morning yaar,Low
NO CONNECTION NOT RESOLVED YET!!! yaar,High
lag issue from last night since long time,Low
"please check, wifi down not resolved yet kya masla hai",High
"ping too high, what is this? kya ho raha hai",Low
facing wifi down kya ho raha hai,High
"please check, no connection pls fix bhai",High
net gone pls fix bhai,High
NO CONNECTION AGAIN!!! bhai,High
"please check, lag problem from last night",Low
buffering issue since long time kya ho raha hai,Low
"please check, still speed is low yaar",Low
ping too high yaar,Low
no connection pls fix since long time yaar,High
facing no connection,High
no connection pls fix since long time kya ho raha hai,High
"CANNOT ACCESS SITES, WHAT IS THIS?!!! kya ho raha hai",Low
facing wifi down since long time,High
net gone since long time kya ho raha hai,High
FACING INTERNET NOT WORKING!!! kya ho raha hai,High
UNSTABLE CONNECTION!!! kya ho raha hai,Low
"speed is low, what is this? since long time",Low
"please check, having speed is low continuously",Low
"LAG ISSUE, WHAT IS THIS?!!! bhai",Low
PING TOO HIGH PLS FIX!!!,Low
buffering issue again since long time bhai,Low
connection not working since morning bhai,High
"please check, net gone from last night kya ho raha hai",High
router not working kya ho raha hai,Low
still data loss problem yaar,Low
having disconnecting again and again continuously bhai,Low
facing unstable connection,Low
"please check, no connection from last night yaar",High
"please check, no connection, what is this? bhai",High
connection GONE!!! bhai,High
HAVING NO CONNECTION CONTINUOUSLY!!!,High
"please check, router problem, what is this?",Low
"no connection, what is this? bhai",High
"please check, wifi not working not resolved yet kya ho raha hai",High
net too slow from last night since long time bhai,Low
"please check, cannot access sites again bhai",Low
"please check, internet not functioning pls fix",High
"please check, facing packet loss happening kya ho raha hai",Low
wifi VERY SLOW!!!,Low
WIFI DOWN NOT RESOLVED YET!!! yaar,High
net GONE AGAIN!!! bhai,High
still router problem since long time,Low
"please check, wifi down from last night bhai",High
HAVING PACKET LOSS HAPPENING CONTINUOUSLY!!! kya ho raha hai,Low
unstable connection since morning since long time kya ho raha hai,Low
having wifi down continuously since long time kya masla hai,High
facing no connection,High
no connection since long time kya masla hai,High
"please check, buffering issue, what is this? bhai",Low
"please check, having packet loss happening continuously",Low
NO CONNECTION SINCE MORNING!!! yaar,High
having wifi down continuously bhai,High
having router problem continuously bhai,Low
"net slow, what is this? bhai",Low
internet gone from last night since long time kya masla hai,High
"please check, no connection, what is this?",High
"no connection, what is this? kya ho raha hai",High
connection not working pls fix since long time yaar,High
STILL INTERNET VERY SLOW!!! yaar,Low
"please check, having internet not functioning continuously bhai",High
"lag issue, what is this? since long time yaar",Low
having wifi not working continuously since long time kya masla hai,High
unstable connection since morning since long time yaar,Low
KEEPS DROPPING!!! bhai,Low
DATA LOSS ISSUE FROM LAST NIGHT!!! bhai,Low
"disconnecting again and again, what is this?",Low
"disconnecting again and again, what is this? kya masla hai",Low
"please check, internet not working from last night kya masla hai",High
having data loss problem continuously kya ho raha hai,Low
"keeps dropping, what is this?",Low
"please check, keeps dropping again yaar",Low
STILL wifi GONE!!! kya ho raha hai,High
still no connection,High
